0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,characters
-0.026031308,-0.010490473,0.0008125461,-0.026189078,-0.9973362,0.43538994,0.31181285,0.33823663,0.07697976,0.0200188,-0.57717675,-0.31474084,0.21156058,0.20589972,-0.020049777,-0.15744148,0.09257272,0.020189492,0.20749278,0.37678745,Hobbits
1.2723812,-0.65907025,-0.50954646,-0.30864567,-1.4460397,0.090183504,0.28713956,0.97403705,-0.49420136,-0.20624866,-0.7405746,-0.38684615,-0.87553895,-0.8041842,-0.55188334,-0.10207039,0.62303436,-0.15408558,0.584104,1.5626074,Elves
0.026859568,-0.04360421,-0.33897823,-0.032196127,-1.0550234,0.41081566,0.07430518,0.23378538,-0.09349502,0.090021126,-0.56574845,-0.28302658,0.34453347,0.3085091,-0.14505853,-0.29160815,0.15774484,0.06288169,0.4891327,0.55226314,Dwarves
-0.632018,-0.1522606,-0.9139613,-0.69765717,0.38555506,0.41187605,0.25986218,0.16461402,0.48998016,-0.6069701,0.571797,0.06920183,-1.0271881,-0.67478204,0.33206004,-0.5263505,-0.6527431,-0.14354762,0.44878724,1.3324914,Bilbo
0.06316952,-0.112883106,-1.6094078,0.13124146,-0.16718212,0.007847724,0.8345729,0.47617424,-0.19663565,0.80282575,0.7835312,-0.07884462,-1.8585519,-0.53600585,1.4563841,-0.65122986,0.028194202,-0.63462555,0.62341595,-0.20177501,Frodo
0.46571806,-1.9489397,-1.4648438,-0.036337752,0.9453112,0.27887586,0.7507524,0.28556103,0.3569843,-0.24240239,0.6140346,0.51174474,0.3747645,-0.19318686,0.169678,-0.62157017,0.06108299,-0.7794719,-0.3766394,0.999087,Gandalf
0.6141902,-0.33616185,-0.823584,1.0660005,0.28068843,0.17161845,0.31539115,-0.25866008,-0.9897997,-0.48277915,0.77916014,0.29012012,-0.74055105,-0.43060094,-0.6319484,-0.015041772,-0.21354356,0.2762065,0.26956445,0.4400003,Orcs
-0.44978932,-0.03272592,-0.82070875,0.42418364,0.24050498,0.24966197,0.5083808,0.013923324,0.2671215,0.6153591,0.77119935,-0.28218243,-0.07920842,-0.83665943,0.7446475,-0.022449909,0.04125026,0.27762586,-0.5539648,0.648647,Gollum
-0.27475834,0.13290419,-0.064120136,-0.27522352,-0.32022646,-0.1317144,0.26574114,0.18525343,-0.15958153,0.38605303,0.108399995,-0.22893292,-0.06581567,0.33922505,0.57989645,-0.4218239,-0.011790237,-0.1277011,0.13866867,-0.48230228,the Sackville-Bagginses
-0.53558385,0.116038665,0.14980485,-0.59004873,-0.349105,-0.39271626,0.13149655,0.19773318,-0.26707962,0.3427531,0.23677409,-0.46721038,0.10826137,0.4772837,0.7058789,-0.41921642,0.16505508,0.05166242,-0.17699179,-0.851679,Otho
-0.48158997,-0.1227249,-0.35929838,-0.6138002,-0.22688197,-0.21952766,0.3356623,0.26146576,-0.4948065,0.54561436,0.38787562,-0.46930885,-0.40259886,0.3282131,1.0327631,-0.5886404,0.45978147,-0.08889966,-0.057839226,-0.78223485,Lobelia
0.68370503,-0.87588215,-0.7591201,-0.29280072,0.8060247,0.8282144,-0.5907842,0.38289326,0.288468,0.3436545,0.71541846,-0.4972151,-0.615527,-0.2560857,0.9040922,0.4535808,-0.1784878,0.038528662,0.87582016,0.271525,Merry
-0.40822926,0.3794892,-0.18200234,0.093317814,-0.08026861,-0.018739179,0.37147737,-0.1396087,0.21281315,0.34039202,0.4751729,-0.38198975,0.29448324,-0.3601449,0.38680723,0.32790536,-0.020267174,0.4690074,-0.49888003,0.10265564,Déagol
0.14425717,-0.60387176,-0.9337973,-0.16249491,0.18522497,0.45972553,0.30131483,0.23875628,-0.29790667,0.4858945,0.49621,-0.71789426,-0.6282093,-0.7998872,0.9847305,-0.60592365,0.9910064,0.15972257,-0.058544353,0.09916243,Sam
0.21251078,-0.08123775,-0.19256724,-0.4130101,0.13135359,0.3962451,0.22333337,0.027071664,0.17544,0.59633356,0.40103,0.16198508,-0.4283211,-0.24789403,0.47227198,0.0026600645,-0.45238218,-0.14932558,0.3348324,-0.47211257,Fatty Bolger
0.6824953,-1.0026246,-0.5177111,0.32682207,1.008994,0.7282384,0.28528747,-0.47013044,0.23317173,0.4824821,0.54004335,-0.7942101,-0.7009618,-0.18488488,0.8635194,-0.14878657,0.5381042,-0.21872407,0.3913959,0.63086575,Pippin
-0.10956459,-0.033195615,-0.0971905,-0.39535105,0.124487475,0.03511773,0.30631167,-0.11795384,-0.18632877,0.3293508,0.05081756,-0.31385362,-0.35984406,0.22298667,0.7577321,-0.3064092,0.40447095,0.08572758,-0.00021989224,-0.36235127,the Gaffer
0.27569407,-0.27345482,0.0145778395,-0.15058799,-0.04607347,0.37450945,0.3356429,0.10790396,-0.14328596,0.7309564,0.15605494,0.4032108,-0.33495593,-0.08188821,0.46944168,-0.5771743,-0.5827551,-0.42756927,0.1595504,-0.121986315,Black Riders
0.024730356,0.0832525,-0.21114917,-0.36241582,0.21940023,0.17417732,-0.16460416,0.084533125,0.041921925,0.34894475,0.273791,-0.1860654,-0.2825864,0.1974177,0.41370383,0.30699506,-0.26813325,0.006333947,0.102290876,-0.37918392,Maggot
-0.056824427,0.11639274,-0.16270418,-0.098758325,-0.014170634,-0.052611466,0.37243918,-0.0072006923,-0.11832495,0.48315626,0.17760769,0.015274446,-0.2674184,0.052092038,0.24340527,-0.03606528,-0.2803969,0.058146212,0.08564214,-0.57703006,Farmer Maggot
0.3408356,0.2941618,-0.3160348,-1.0300658,-0.44839665,0.9181,-0.21699557,0.5360283,0.3592218,0.39783058,0.36340672,0.33663285,-0.5349168,-0.23575057,0.6588885,0.14770775,-0.8095245,-0.082358435,0.6744385,0.76321197,Tom Bombadil
0.1156134,0.41789526,0.033350352,-0.5422307,-0.42266104,0.46423244,-0.27996922,0.28304613,0.4328186,0.326265,0.3401308,0.095692955,-0.15390815,-0.09185035,0.36929548,0.1969419,-0.5736974,0.35999507,0.16765268,0.03123827,Goldberry
0.14323401,-0.38877526,-0.6896161,-0.24747942,0.32209012,0.32990104,-0.6230494,0.10184458,0.4573359,0.5991078,0.30001837,0.36167544,-0.12032663,0.17085986,0.92787963,0.43713856,-0.15431607,-0.04764418,0.32660362,0.02150657,Barliman Butterbur
0.15786672,-0.421076,-0.30277652,-0.12942173,0.26495042,0.053948328,-0.5322333,0.091582984,0.4757879,0.38156205,0.3660212,0.17308432,0.33872575,0.1079834,0.49664348,0.45750254,-0.058118537,0.11597206,0.08216069,0.034507103,Nob
0.5007802,-1.2777678,-1.5092217,1.1504469,0.2312465,0.14947014,-0.3597597,-0.2405673,1.0675135,0.20417234,0.77286917,0.14919214,-0.057574555,-0.2800487,0.90041333,-0.34280467,0.33962807,-0.1129671,0.7261394,0.71097314,Aragorn
-0.12031202,-0.13840763,-0.65534616,-0.055724457,0.06584151,0.31749663,-0.51308775,0.25992954,0.23978542,0.57786584,0.26032,-0.103353366,-0.33388418,0.31050134,0.78408664,0.4727787,0.14232634,0.1078069,0.19435173,-0.09956729,Ferny
-0.092036985,0.02782929,-0.3147119,0.30081296,-0.3457027,-0.053635154,-0.042803943,-0.5051033,0.017586043,0.30301654,0.095436126,0.15382716,-0.15853447,0.21723986,0.5463411,-0.3227361,0.053644396,-0.2884831,0.38763133,-0.06344248,Arathorn
-0.03480625,-0.2962053,-0.4072541,-0.010813947,0.01346402,0.08222671,-0.82042944,0.027666869,0.54235864,0.36432493,0.18035378,0.13693826,0.1809149,0.2732207,0.6800316,0.53516066,-0.029285988,0.11779812,0.116767794,-0.08951974,Bob
-0.01837724,-0.32260284,-0.06937754,0.30528393,0.28505537,0.54857683,-0.51130533,-0.18081923,0.14220002,0.38511494,0.14868565,-0.12982135,-0.003943513,-0.23185821,0.48693976,-0.14203857,-0.20382407,-0.15058678,0.31068784,0.06075506,Gil-galad
-0.20628104,0.016664427,0.07747929,0.16572626,0.028560646,-0.024949525,-0.12342635,-0.030751657,0.5542358,-0.32983828,0.56543213,-0.17496254,-0.069267295,-0.15757239,0.270971,0.2077332,0.41754436,-0.101169005,0.16858104,-0.073745094,Tinúviel
0.29127094,-1.3098223,-0.36685008,0.37357873,-0.4103479,0.23640805,-0.6442085,-0.4804133,0.027352914,0.2653202,-0.31506628,0.10348906,-0.9885686,-0.68705195,0.22632349,-1.3953998,-0.2875429,-0.93877184,0.10237544,0.4845805,Elrond
-0.19325878,0.06767165,0.15758006,-0.009892789,0.057476874,0.2292279,-0.25385362,0.6577896,0.23100074,-0.42044702,0.6216013,-0.30036697,-1.1869037,-0.37753925,-0.13544662,0.17597902,0.93461883,-0.7372024,-0.029985975,0.088138185,Beren
-0.08116841,-0.37904176,0.27696222,-0.16849369,0.22746144,-0.23484005,0.008568006,0.3366475,-0.016819987,-0.6555486,0.35460013,-0.00082815764,-1.5988762,-0.59502137,0.0777394,0.64225674,1.1135865,-0.30000877,0.42826477,0.19509113,Lúthien
0.13375801,0.5140588,0.10380297,-0.6211552,-0.38249543,0.59175664,-0.1702237,0.210724,0.17067142,0.4372097,0.21708806,0.24513008,-0.0142515255,0.2109086,0.43839493,0.31601292,-0.6797516,0.033911437,0.43374464,0.08635555,Troll
-0.3049011,-0.62430143,-0.2730344,0.2655506,-0.04183148,0.20390126,0.24009661,-0.15806027,0.32824764,1.0607513,0.28256184,0.5336222,-0.46159926,0.29444826,0.29594642,-0.24152301,-0.09840346,-0.81814045,-0.11218898,-0.12196626,Glorfindel
0.023884684,-0.0928466,-0.01254065,-0.4525842,0.101496264,-1.3309999,0.50379896,0.20319436,0.4143481,0.026485637,-0.52616405,-0.4919053,-0.9586809,-0.6320824,-0.5309256,0.016573489,-0.48782396,-0.06681734,0.71291953,0.1513177,Varda
-0.18249416,-0.60070807,-0.46249256,0.3986553,-0.2494782,0.15318538,0.1966273,0.0052611544,0.21118353,0.75868976,-0.018876668,0.40875554,-0.2500324,0.21063648,-0.033792265,-0.48531243,-0.07001493,-0.4235951,-0.0650222,0.054469157,Glóin
-0.7524795,-0.019016579,-1.298656,-0.16151908,0.04067917,-0.0027537493,0.43232667,-0.50640947,0.49342576,-0.7127947,0.21695621,0.08786856,-0.0037143256,0.081559666,0.5044234,-0.6695684,-0.34666178,0.013909998,-0.28476387,0.7752469,Balin
-0.13096991,-0.017644346,-0.0666336,-0.13131931,-0.11472887,0.2772864,-0.1672938,-0.2652625,-0.16156448,0.08612807,-0.18940312,-0.15770711,-0.32367617,-0.061619435,0.19027618,-0.38266942,-0.31448925,-0.24061368,0.0002734908,-0.35389286,Drogo
0.32208565,-1.2533035,-1.0730712,0.6905129,0.02136856,0.44721797,-0.057868086,0.10977832,0.21316643,0.26952365,0.12036833,-0.2922034,-0.42408425,-0.029658379,-0.08573745,-0.7592287,-0.00015405535,0.28413123,-0.5887984,0.5203346,Gimli
-0.0161898,-0.42980635,-0.15015495,5.696682e-06,-0.28269458,-0.03144469,0.6061577,-0.41471964,-0.439606,0.9410577,0.24224481,1.1905069,-0.3643949,0.38609076,-0.12910879,-0.3026911,0.039908953,-0.5313009,0.13240753,0.100773685,Galdor
0.11076909,-0.70564395,-0.9543419,0.13803196,0.07569036,0.2771877,-0.048893906,-0.074424714,-0.320811,0.3837968,0.9521247,-0.62238127,-0.2968944,-0.29622787,0.011849879,-0.6361919,-0.19663076,-0.23157111,0.3126826,0.22664937,Boromir
0.27427393,-0.39738753,-0.37402916,1.088885,0.32466963,0.57199985,0.0364004,0.11993887,-0.5736599,0.65837693,0.27287158,-0.20508334,-0.023885809,-0.6462894,0.8162994,-0.7579642,-0.1031192,-0.028366733,0.22098742,0.6459272,Sauron
0.33931524,-0.793756,0.0047574956,0.3201325,0.16123916,-0.15461697,-0.35458237,0.17759843,-0.3322436,0.39017892,0.6802477,-0.6056076,0.09828488,-0.17622976,-0.15397511,-0.3144982,0.058339704,-0.66317606,0.7079259,0.72564906,Denethor
0.36982998,-0.6682455,-1.5859567,0.7752417,-0.43010166,0.15021141,-0.34419253,-0.083154954,-0.3964352,0.028948817,-0.03252953,-0.27544096,0.050077386,0.01771885,0.17197838,-0.5622921,0.1114493,-0.04657609,0.4906388,0.64307415,Legolas
-0.42670214,-0.23941313,0.073656105,0.13457812,-0.19035982,-0.06499549,0.25712925,-0.16554253,0.37773725,0.8526259,0.039293423,0.4077923,-0.13257377,0.66717887,0.12909079,0.002581508,-0.325192,-0.59821457,-0.28898877,-0.2958693,Erestor
-0.63971096,0.52978015,-0.19495395,-0.27229053,0.1498189,-0.00478254,0.18484253,-0.3572996,0.41661763,-0.82827306,0.1173539,0.2560789,0.048959646,0.3085655,0.17641386,-0.8428714,-0.5065002,0.23690683,-0.5717639,-0.07151533,Thror
-0.355551,-0.23234385,-0.120222956,0.023318578,0.10382537,0.10347055,-0.0958601,-0.19468017,-0.42005628,0.24144505,0.64389634,-0.6532824,0.20128602,0.12280293,-0.15355355,-0.17360836,-0.34057936,0.02937355,0.00052498316,-0.22814041,the Company
-0.15073003,-0.57737374,-0.17757836,0.02261277,0.1605838,0.13763797,0.2281706,0.19080858,0.045521304,0.18746921,-0.049550172,-0.17089477,0.34461033,0.05437694,-0.08347149,-0.2189226,0.08739341,0.14760293,-0.64617085,-0.05452535,Bill
0.36368454,0.16517402,-0.072944015,0.0668275,-0.28220013,-0.13708638,-0.16695292,0.503727,-0.07884447,-0.0705154,-0.050683785,-0.54588526,-0.62504107,0.65114844,-0.56903034,0.25604215,0.2578254,0.057206452,-0.5124313,0.63010293,the Dwarves
